offer,text,price,on_stock,x,y,z,link
buy,Warped Stem | x64,9.0,1.0,-1896,61,516,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,61,516;6"
buy,Thorns | II,15.0,0.0,-1896,73,516,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,73,516;6"
sell,Prismarine | x16,2.0,0.0,-1896,62,524,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,62,524;6"
buy,Magma Cream | x16,40.0,1.0,-1892,65,526,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1892,65,526;6"
buy,Clock | x1,5.0,1.0,-1896,69,516,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,69,516;6"
buy,Prismarine | x16,3.0,1.0,-1896,61,524,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,61,524;6"
buy,Azurite Rock | Hammer (F),100.0,0.0,-1885,68,521,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1885,68,521;6"
buy,Brown Mushroom | x32,5.0,0.0,-1891,65,526,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1891,65,526;6"
buy,16 Dark Oak | Logs,1.5,1.0,-1886,63,520,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1886,63,520;6"
buy,Wither Rose | x16,20.0,1.0,-1896,65,515,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,65,515;6"
buy,Crimson Stem | x64,9.0,0.0,-1896,61,515,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,61,515;6"
sell,Crimson Stem | x32,3.5,1.0,-1896,62,515,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,62,515;6"
buy,Feather Fall | IV,40.0,1.0,-1896,73,515,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,73,515;6"
sell,Phantom Membran | $16,1.5,1.0,-1890,66,526,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1890,66,526;6"
buy,Ender Chest | x1,10.0,0.0,-1896,69,515,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,69,515;6"
buy,Prismarine Brick | x16,3.0,1.0,-1896,61,523,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,61,523;6"
buy,Phantom Membran | x16,3.0,1.0,-1890,65,526,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1890,65,526;6"
sell,Prismarine Brick | x16,2.0,0.0,-1896,62,523,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,62,523;6"
sell,Diamond Block | x1,18.0,1.0,-1891,62,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1891,62,529;6"
buy,Diamond Block | x1,30.0,1.0,-1891,61,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1891,61,529;6"
sell,Blackstone | X32,1.75,1.0,-1896,62,528,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,62,528;6"
buy,Netherite Ingot | x1,250.0,1.0,-1892,67,528,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1892,67,528;6"
buy,Blackstone | x64,5.0,1.0,-1896,61,528,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1896,61,528;6"
buy,Emerald Block | x16,100.0,1.0,-1890,61,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1890,61,529;6"
sell,Emerald Block | x16,48.0,1.0,-1890,62,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1890,62,529;6"
buy,Vote Key | x1,60.0,0.0,-1892,69,528,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1892,69,528;6"
buy,Invis | 8 Mins,3.0,0.0,-1888,67,531,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1888,67,531;6"
buy,Speed II | Splash,1.75,1.0,-1888,68,531,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1888,68,531;6"
buy,Captain Kit | No Gapple,10.0,0.0,-1888,70,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1888,70,529;6"
buy,Netherite Ingot | x1,275.0,1.0,-1892,61,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1892,61,529;6"
buy,Clearskye | Event Bow,5000.0,1.0,-1888,73,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1888,73,529;6"
buy,Grappling Hook | From Crate,200.0,1.0,-1884,67,565,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1884,67,565;6"
buy,64 Pris Blocks | N/A,6.0,1.0,-1882,68,569,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1882,68,569;6"
buy,32 Sea Lanterns | Oh so bright!,16.0,1.0,-1882,67,569,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1882,67,569;6"
buy,8 Dark Prismarine | N/A,12.0,1.0,-1882,66,569,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1882,66,569;6"
buy,64 Prismarine | N/A,6.0,1.0,-1882,69,569,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1882,69,569;6"
buy,Health II | Splash,2.5,1.0,-1882,68,564,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1882,68,564;6"
buy,Invis | Drinkable,2.5,1.0,-1881,68,564,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1881,68,564;6"
buy,Beacon | Very Powerful,750.0,1.0,-1882,68,571,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1882,68,571;6"
sell,Vote key | N/A,35.0,1.0,-1888,68,564,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1888,68,564;6"
buy,Bookshelf | N/A,2.5,0.0,-1881,68,575,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1881,68,575;6"
buy,glowstone | 8 blocks,4.0,0.0,-1881,67,575,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1881,67,575;6"
buy,64 Quartz Ore | N/A,20.0,0.0,-1887,68,579,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,68,579;6"
buy,Slime ball | N/A,2.75,0.0,-1881,68,577,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1881,68,577;6"
buy,8 Books | N/A,8.0,0.0,-1881,68,576,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1881,68,576;6"
buy,16 XP bottles | N/A,32.0,0.0,-1881,67,576,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1881,67,576;6"
buy,Slow Falling | 9x,13.5,1.0,-1888,75,669,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1888,75,669;6"
buy,Slow Falling | 3x,4.5,1.0,-1888,76,669,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1888,76,669;6"
buy,Slow Falling | 1x,1.5,1.0,-1888,77,669,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1888,77,669;6"
buy,God Sword | No Sweeping Edge,150.0,0.0,-1887,69,670,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,670;6"
buy,God Sword | Max PvP Enchants,175.0,0.0,-1887,69,671,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,671;6"
buy,God Shovel | No Silk Touch,80.0,0.0,-1887,69,677,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,677;6"
buy,God Pickaxe | Fortune III,95.0,0.0,-1887,69,679,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,679;6"
buy,Regeneration II | 9x,90.0,1.0,-1887,75,673,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,75,673;6"
buy,Regeneration II | 3x,30.0,1.0,-1887,76,673,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,673;6"
buy,Regeneration II | 1x,10.0,1.0,-1887,77,673,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,673;6"
buy,God Bow | Mending,195.0,1.0,-1887,69,673,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,673;6"
buy,God Axe | Fortune III,95.0,0.0,-1887,69,675,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,675;6"
sell,Netherite Ingot | 9x,1350.0,1.0,-1887,75,687,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,75,687;6"
sell,Diamond | 1x,2.12,1.0,-1887,77,685,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,685;6"
sell,Diamond Block | 1x,19.08,1.0,-1887,76,685,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,685;6"
sell,Netherite Scrap | 1x,37.5,1.0,-1887,77,687,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,687;6"
sell,Netherite Ingot | 1x,150.0,1.0,-1887,76,687,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,687;6"
sell,Iron Block | 64x,305.28,1.0,-1887,75,679,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,75,679;6"
sell,Emerald Blocks | 64x,282.24,1.0,-1887,75,681,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,75,681;6"
sell,Iron Ingot | 1x,0.53,1.0,-1887,77,679,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,679;6"
sell,Iron Block | 1x,4.77,1.0,-1887,76,679,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,679;6"
sell,Emerald | 1x,0.49,1.0,-1887,77,681,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,681;6"
sell,Emerald Block | 1x,4.41,1.0,-1887,76,681,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,681;6"
sell,Diamond Block | 64x,1221.12,1.0,-1887,75,685,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,75,685;6"
sell,Gold Ingot | 1x,0.68,1.0,-1887,77,683,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,683;6"
sell,Gold Block | 1x,6.12,1.0,-1887,76,683,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,683;6"
buy,God Axe | PvP,85.0,0.0,-1887,69,676,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,676;6"
buy,God Pickaxe | Silk Touch,95.0,0.0,-1887,69,678,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,678;6"
buy,Poison II | 3x,6.0,0.0,-1887,76,676,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,676;6"
buy,Poison II | 9x,18.0,0.0,-1887,75,676,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,75,676;6"
buy,God Bow | Infinity,195.0,1.0,-1887,69,672,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,672;6"
buy,God Axe | Silk Touch,95.0,0.0,-1887,69,674,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,674;6"
buy,Netherite Ingot | 1x,225.0,1.0,-1887,76,686,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,686;6"
buy,Diamond | 1x,2.8,1.0,-1887,77,684,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,684;6"
buy,Netherite Ingots | 9x,2025.0,1.0,-1887,75,686,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,75,686;6"
buy,Netherite Scrap | 1x,56.0,1.0,-1887,77,686,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,686;6"
buy,Iron Block | 1x,7.65,1.0,-1887,76,678,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,678;6"
buy,Poison II | 1x,2.0,1.0,-1887,77,676,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,676;6"
buy,Iron Blocks | 64x,489.6,1.0,-1887,75,678,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,75,678;6"
buy,Emerald Block | 1x,5.4,1.0,-1887,76,680,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,680;6"
buy,Iron Ingot | 1x,0.85,1.0,-1887,77,678,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,678;6"
buy,Emerald Blocks | 64x,345.6,1.0,-1887,75,680,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,75,680;6"
buy,Gold Block | 1x,6.48,0.0,-1887,76,682,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,682;6"
buy,Emerald | 1x,0.6000000000000001,1.0,-1887,77,680,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,680;6"
buy,Gold Blocks | x64,414.72,0.0,-1887,75,682,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,75,682;6"
buy,Diamond Block | 1x,25.2,1.0,-1887,76,684,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,684;6"
buy,Gold Ingot | 1x,0.72,0.0,-1887,77,682,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,682;6"
buy,Diamond Blocks | 64x,1612.8,0.0,-1887,75,684,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,75,684;6"
buy,Amethyst Shard | 1x,0.5,1.0,-1887,77,692,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,692;6"
sell,Potatoes | x64,0.8,1.0,-1887,69,693,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,693;6"
buy,Copper Blocks | x16,9.75,0.0,-1887,69,692,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,692;6"
buy,Netherite Bricks | 64x,5.0,1.0,-1887,76,688,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,688;6"
sell,Sugar Cane | x256,0.5,1.0,-1887,69,695,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,695;6"
buy,Amethyst | 64x,5.0,1.0,-1887,75,688,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,75,688;6"
sell,Carrots | x64,0.8,1.0,-1887,69,694,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,69,694;6"
sell,Cobbled | Deepslate 64x,1.5,1.0,-1887,76,690,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,690;6"
buy,Quartz Blocks | x16,10.0,0.0,-1887,77,688,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,688;6"
buy,Amethyst Blocks | 64x,8.0,1.0,-1887,76,692,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,76,692;6"
buy,Cobbled | Deepslate 64x,5.0,0.0,-1887,77,690,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1887,77,690;6"
buy,Dragons Breath | x5,20.0,1.0,-1872,65,526,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1872,65,526;6"
buy,Nether Bricks | x64,6.0,0.0,-1867,61,516,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,516;6"
buy,Comparator | x4,4.0,0.0,-1867,69,516,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,69,516;6"
buy,Shroom Light | x8,8.0,1.0,-1867,61,524,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,524;6"
buy,Infinity | N/A,15.0,1.0,-1867,73,512,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,73,512;6"
buy,Pumpkins | x64,3.0,1.0,-1867,65,520,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,65,520;6"
sell,Comparator | x4,2.0,1.0,-1867,70,516,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,70,516;6"
buy,Piston | x4,8.0,1.0,-1867,69,512,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,69,512;6"
buy,Warped Nylium | x32,1.0,1.0,-1867,61,520,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,520;6"
buy,Vines | x16,0.5,1.0,-1867,65,516,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,65,516;6"
sell,Piston | x4,6.0,1.0,-1867,70,512,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,70,512;6"
buy,Gun Powder | x16,8.0,0.0,-1871,65,526,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1871,65,526;6"
sell,Gunpowder | x32,6.0,1.0,-1871,66,526,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1871,66,526;6"
buy,Bane | V,35.0,1.0,-1867,73,520,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,73,520;6"
buy,Powered Rail | x8,4.0,0.0,-1867,69,520,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,69,520;6"
buy,Knockback | II,25.0,0.0,-1867,73,516,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,73,516;6"
sell,Powered Rail | x8,2.0,1.0,-1867,70,520,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,70,520;6"
buy,Fermented Eyes | x16,4.0,1.0,-1870,65,526,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1870,65,526;6"
buy,Netherrack | x64,1.0,1.0,-1867,61,519,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,519;6"
buy,Crimson Vines | x16,0.5,1.0,-1867,65,515,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,65,515;6"
sell,Red Nether Brick | x64,6.0,0.0,-1867,62,515,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,62,515;6"
buy,Red Nether Brick | x64,8.0,1.0,-1867,61,515,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,515;6"
buy,Power | V,35.0,0.0,-1867,73,515,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,73,515;6"
buy,Taters | x64,3.0,1.0,-1867,65,523,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,65,523;6"
sell,Repeater | x4,1.0,1.0,-1867,70,515,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,70,515;6"
buy,Repeater | x4,2.0,0.0,-1867,69,515,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,69,515;6"
buy,Glowstone | x16,8.0,0.0,-1867,61,523,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,523;6"
buy,Melons | x64,4.0,1.0,-1867,65,519,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,65,519;6"
buy,Netherwart | x64,4.0,1.0,-1869,65,526,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1869,65,526;6"
sell,Netherwart | x64,2.0,0.0,-1869,66,526,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1869,66,526;6"
buy,Looting | III,35.0,1.0,-1867,73,519,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,73,519;6"
sell,Crying Obsidian | x4,12.0,0.0,-1867,62,527,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,62,527;6"
sell,Taters | x64,2.0,1.0,-1867,66,523,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,66,523;6"
buy,Blaze Rods | x32,1.0,1.0,-1868,65,526,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1868,65,526;6"
buy,Soul Sand | x64,4.0,1.0,-1867,61,518,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,518;6"
buy,Bricks | x16,6.0,1.0,-1867,61,514,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,514;6"
sell,Bricks | x16,5.0,0.0,-1867,62,514,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,62,514;6"
buy,Punch | II,20.0,1.0,-1867,73,514,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,73,514;6"
buy,Carrots | x64,3.0,1.0,-1867,65,522,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,65,522;6"
buy,Detector Rail | x8,3.0,0.0,-1867,69,518,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,69,518;6"
sell,Carrots | x64,2.0,1.0,-1867,66,522,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,66,522;6"
sell,Detector Rail | x8,1.5,1.0,-1867,70,518,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,70,518;6"
sell,Gilded Blackstone | x5,50.0,0.0,-1867,62,526,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,62,526;6"
buy,Sugar Cane | x64,0.5,1.0,-1867,65,518,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,65,518;6"
buy,Dispenser | x4,2.0,1.0,-1867,69,514,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,69,514;6"
buy,Magma Block | x8,2.0,1.0,-1867,61,522,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,522;6"
sell,Dispenser | x4,1.0,1.0,-1867,70,514,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,70,514;6"
sell,Magma Blocks | x16,1.0,1.0,-1867,62,522,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,62,522;6"
buy,Sharp | V,35.0,0.0,-1867,73,522,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,73,522;6"
buy,Sweeping Edge | III,30.0,0.0,-1867,73,518,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,73,518;6"
buy,Observer | x5,4.0,0.0,-1867,69,522,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,69,522;6"
sell,Soil Soil | x64,3.0,0.0,-1867,62,517,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,62,517;6"
buy,Twisting Vines | x16,1.0,1.0,-1867,65,513,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,65,513;6"
buy,Soul Soil | x64,4.0,1.0,-1867,61,517,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,517;6"
sell,Kelp Block | x32,1.5,1.0,-1867,62,513,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,62,513;6"
buy,Kelp Block | x64,4.5,1.0,-1867,61,513,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,513;6"
sell,Wheat | x64,2.0,1.0,-1867,66,521,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,66,521;6"
buy,Flame | N/A,20.0,1.0,-1867,73,513,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,73,513;6"
buy,Wheat | x64,3.0,1.0,-1867,65,521,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,65,521;6"
buy,Quartz Block | x16,20.0,1.0,-1867,61,525,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,525;6"
sell,Dropper | x4,1.0,1.0,-1867,70,513,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,70,513;6"
buy,Bamboo | x64,1.0,1.0,-1867,65,517,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,65,517;6"
buy,Dropper | x4,1.5,1.0,-1867,69,513,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,69,513;6"
buy,Crimson Nylium | x32,1.0,1.0,-1867,61,521,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,521;6"
buy,Smite | V,35.0,1.0,-1867,73,521,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,73,521;6"
sell,Rail | x16,2.0,1.0,-1867,70,521,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,70,521;6"
buy,Fire Aspect | II,25.0,0.0,-1867,73,517,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,73,517;6"
buy,Rail | x16,3.0,0.0,-1867,69,521,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,69,521;6"
buy,Iron Block | x16,125.0,0.0,-1872,61,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1872,61,529;6"
sell,Iron Block | x10,50.0,1.0,-1872,62,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1872,62,529;6"
buy,Lapis Block | x16,20.0,1.0,-1870,61,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1870,61,529;6"
sell,Lapis Block | x16,12.0,0.0,-1870,62,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1870,62,529;6"
buy,Redstone Block | x16,12.0,1.0,-1868,61,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1868,61,529;6"
sell,Redstone Block | x16,8.0,0.0,-1868,62,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1868,62,529;6"
sell,Coal Block | x16,8.0,1.0,-1869,62,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1869,62,529;6"
buy,Copper Block | x16,100.0,1.0,-1871,61,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1871,61,529;6"
buy,Coal Block | x16,15.0,1.0,-1869,61,529,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1869,61,529;6"
buy,Obsidian | x16,15.0,1.0,-1867,61,528,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,61,528;6"
sell,Obsidian | x8,5.0,1.0,-1867,62,528,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1867,62,528;6"
buy,Strength pot | N/A,2.0,1.0,-1868,66,569,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1868,66,569;6"
buy,x10 Leather | ethically murder'd,10.0,1.0,-1875,66,569,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1875,66,569;6"
buy,x1 Invis 8 min | now you see me,4.0,1.0,-1877,68,564,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1877,68,564;6"
sell,Sell Us Your | Vote Keys!,25.0,1.0,-1877,66,564,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1877,66,564;6"
buy,x16 Leads | bring 'em home,5.0,1.0,-1875,71,569,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1875,71,569;6"
buy,3HP pot | N/A,6.0,0.0,-1868,66,568,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1868,66,568;6"
buy,x3 speed pots | N/A,6.0,1.0,-1868,66,572,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1868,66,572;6"
buy,x16 Pumkin Pies | be thankful,0.5,1.0,-1875,66,568,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1875,66,568;6"
buy,x1 netherite ingot | N/A,220.0,1.0,-1871,67,566,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1871,67,566;6"
buy,x4 TNT | how nobel,25.0,1.0,-1875,71,572,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1875,71,572;6"
buy,x64 Rotten Flesh | kinda fresh,1.0,1.0,-1875,71,568,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1875,71,568;6"
buy,1Hp Pot | N/A,2.0,0.0,-1868,66,567,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1868,66,567;6"
buy,Speed Pot | N/A,2.0,1.0,-1868,66,571,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1868,66,571;6"
buy,x2 Putrid Hide | summon daboss,6.0,1.0,-1875,66,575,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1875,66,575;6"
buy,x64? Carrots | best 4 bunnies,1.0,0.0,-1875,71,575,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1875,71,575;6"
buy,16 epearls | N/A,2.0,1.0,-1870,67,565,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1870,67,565;6"
buy,mending book | N/A,15.0,1.0,-1870,67,569,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1870,67,569;6"
buy,x3 Strength | N/A,6.0,1.0,-1868,66,570,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1868,66,570;6"
buy,x64 Bone Blocks | bone dry,2.0,1.0,-1875,66,570,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1875,66,570;6"
buy,x1 Saddle | giddy up,7.0,1.0,-1875,71,570,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1875,71,570;6"
buy,x16 Ender Pearl | yeet around,5.0,0.0,-1875,66,574,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1875,66,574;6"
buy,x64 Wheat | breed them cows,3.0,1.0,-1875,71,574,"https://map.piratemc.com/survival#PirateCraft_1;flat;-1875,71,574;6"
